record_id,product_id,sku,cpu,ram_gb,storage_gb,gpu,screen_size_inch,weight_kg
thegioididong_368218,368218,,AMD Ryzen 7 - 250,16.0,512.0,Card tích hợp - AMD Radeon 780M Graphics,14.0,1.36
thegioididong_369747,369747,,Intel Core 7 - 150U,16.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.69
thegioididong_345508,345508,,Intel Core Ultra 7 Arrow Lake - 255U,16.0,512.0,Card tích hợp - Intel Graphics,13.3,1.355
thegioididong_345500,345500,,Intel Core Ultra 5 Arrow Lake - 225U,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.819
thegioididong_368217,368217,,Intel Core Ultra 5 Panther Lake - 322,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.38
thegioididong_325953,325953,,Intel Core 7 Raptor Lake - 150U,16.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.56
thegioididong_362023,362023,,Intel Core 7 Raptor Lake - 150U,16.0,1024.0,"Card rời - NVIDIA Geforce MX570A, 2 GB",16.0,2.14
thegioididong_367012,367012,,Intel Core Ultra 5 Panther Lake - 322,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.54
thegioididong_368223,368223,,AMD Ryzen AI 7 - 350,32.0,1024.0,Card tích hợp - AMD Radeon 860M Graphics,14.0,1.39
thegioididong_340559,340559,,Intel Core i7 Raptor Lake - 1355U,16.0,1024.0,Card tích hợp - Intel Iris Xe Graphics,15.6,1.66
thegioididong_337471,337471,,Intel Core i5 Raptor Lake - 1334U,16.0,512.0,Card tích hợp - Intel Iris Xe Graphics,15.6,1.66
thegioididong_365312,365312,,Intel Core 7 Raptor Lake - 150U,16.0,1024.0,Card tích hợp - Intel Graphics,16.0,2.0
thegioididong_337042,337042,,Intel Core Ultra 7 Meteor Lake - 155U,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.7
thegioididong_369450,369450,,Intel Core Ultra 5 Arrow Lake - 225H,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.88
thegioididong_367374,367374,,AMD Ryzen 3 - 5400U,8.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.3
thegioididong_341573,341573,,AMD Ryzen AI 9 - HX 370,32.0,2048.0,"Card rời - NVIDIA GeForce RTX 5070, 8 GB",16.0,2.1
thegioididong_363896,363896,,Intel Core Ultra 5 Lunar Lake - 226V,16.0,1024.0,Card tích hợp - Intel Arc Graphics 130V,14.0,0.986
thegioididong_370357,370357,,Intel Core Ultra 7 Arrow Lake - 355,32.0,1024.0,Card tích hợp - Integrated Graphics,14.0,0.975
thegioididong_331522,331522,,Intel Core Ultra 5 Meteor Lake - 135U,16.0,512.0,Card tích hợp - Intel Graphics,13.3,1.4
thegioididong_368213,368213,,Intel Core Ultra 7 Panther Lake - 355,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.37
thegioididong_368225,368225,,Intel Core i5 Raptor Lake - 14450HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",15.3,2.363
thegioididong_367019,367019,,Intel Core Ultra 7 Panther Lake - 355,32.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.14
thegioididong_358081,358081,,Intel Core 9 Raptor Lake - 270H,32.0,512.0,Card tích hợp - Intel Graphics,16.0,1.9
thegioididong_339558,339558,,AMD Ryzen AI 9 - HX PRO 375,32.0,1024.0,Card tích hợp - AMD Radeon 890M Graphics,14.0,1.49
thegioididong_327098,327098,,AMD Ryzen 5 - 7430U,16.0,512.0,Card tích hợp - AMD Radeon Graphics,15.6,1.59
thegioididong_368224,368224,,Intel Core i5 Raptor Lake - 14450HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",15.3,2.37
thegioididong_337040,337040,,Snapdragon X Elite - X1E 78 100,32.0,1024.0,Card tích hợp - Qualcomm Adreno GPU,14.0,1.326
thegioididong_367685,367685,,Intel Core Ultra 7 Panther Lake - 355,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.43
thegioididong_364621,364621,,Intel Core Ultra 7 Lunar Lake - 258V,32.0,1024.0,Card tích hợp - Intel Arc 140V,14.0,0.986
thegioididong_364403,364403,,Intel Core Ultra 7 Arrow Lake - 255H,32.0,512.0,Card tích hợp - Intel Arc Graphics,14.0,1.2
thegioididong_363488,363488,,Apple M5 Pro,24.0,1024.0,Card tích hợp - 16 nhân GPU,14.2,1.6
thegioididong_371299,371299,,Intel Core Ultra 7 Arrow Lake - 225H,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.88
thegioididong_364416,364416,,Intel Core Ultra 7 Arrow Lake - 255H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.4
thegioididong_369469,369469,,Intel Core 5 Raptor Lake - 210H,16.0,512.0,Card tích hợp - Intel UHD Graphics,16.0,1.7
thegioididong_364489,364489,,Intel Core i7 Raptor Lake - 14650HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,2.2
thegioididong_369984,369984,,Intel Core i7 Raptor Lake - 13620H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",15.6,
thegioididong_364941,364941,,AMD Ryzen 5 - 220,16.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.339
thegioididong_367892,367892,,Intel Core 5 Wildcat Lake - 320,8.0,512.0,Card tích hợp - Intel Graphics,14.0,1.409
thegioididong_371296,371296,,AMD Ryzen 7 - 155,16.0,512.0,"Card rời - NVIDIA GeForce RTX 3050, 4 GB",15.6,2.3
thegioididong_369746,369746,,Intel Core 3 - 100U,8.0,512.0,Card tích hợp - Intel Graphics,14.0,1.69
thegioididong_368147,368147,,Intel Core 5 Wildcat Lake - 320,16.0,512.0,Card tích hợp - Intel Graphics,15.6,1.52
thegioididong_367898,367898,,Intel Core 5 Wildcat Lake - 320,8.0,512.0,Card tích hợp - Intel Graphics,15.6,1.637
thegioididong_369755,369755,,Intel Core 5 Raptor Lake - 210H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16.0,1.95
thegioididong_368302,368302,,AMD Ryzen 5 - 40,8.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.38
thegioididong_370862,370862,,AMD Ryzen 5 - 3500U,8.0,512.0,Card tích hợp - AMD Radeon Vega Mobile Graphics,15.6,1.5
thegioididong_371300,371300,,AMD Ryzen 7 - 155,8.0,512.0,"Card rời - NVIDIA GeForce RTX 3050, 4 GB",15.6,2.3
thegioididong_365309,365309,,Intel Core 7 Raptor Lake - 150U,16.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.69
thegioididong_369463,369463,,Intel Core Ultra 7 Lunar Lake - 258V,32.0,512.0,Intel Arc 140V,14.0,1.2
thegioididong_368300,368300,,Intel Core 7 Raptor Lake - 240H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.4
thegioididong_367899,367899,,Intel Core 7 Wildcat Lake - 350,8.0,512.0,Card tích hợp - Intel Graphics,15.6,1.637
thegioididong_351616,351616,,AMD Ryzen AI 5 - 330,16.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.4
thegioididong_369748,369748,,Intel Core 3 Raptor Lake - 100U,8.0,512.0,Intel Graphics,15.6,1.65
thegioididong_371075,371075,,Intel Core 5 Raptor Lake - 210H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,1.95
thegioididong_369985,369985,,Intel Core i5 Raptor Lake - 13420H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",15.6,
thegioididong_369449,369449,,Intel Core 5 Wildcat Lake - 320,16.0,512.0,,14.0,1.4
thegioididong_368148,368148,,Intel Core 7 Wildcat Lake - 350,16.0,512.0,Card tích hợp - Intel Graphics,15.6,1.52
thegioididong_368658,368658,,AMD Ryzen 7 - 7730U,16.0,512.0,Card tích hợp - AMD Radeon Graphics,15.6,1.49
thegioididong_364409,364409,,AMD Ryzen 9 - 8940HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.5
thegioididong_366826,366826,,Intel Core Ultra 5 Panther Lake - 325,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.46
thegioididong_358371,358371,,Intel Core i7 Raptor Lake - 13650HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",15.6,2.4
thegioididong_369464,369464,,Intel Core Ultra 5 Lunar Lake - 226V,16.0,512.0,Card tích hợp - Intel Arc Graphics 130V,14.0,1.2
thegioididong_369213,369213,,Intel Core i7 Raptor Lake - 13620H,16.0,512.0,"Card rời - Intel UHD Graphics (tích hợp) + NVIDIA GeForce RTX 5050 GPU, 8GB - GDDR7",15.6,1.98
thegioididong_368219,368219,,Intel Core 7 Raptor Lake - 240H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.37
thegioididong_368149,368149,,AMD Ryzen 9 - 8940HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,2.288
thegioididong_365113,365113,,Intel Core i7 Raptor Lake - 14650HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.2
thegioididong_362022,362022,,Intel Core Ultra 5 Lunar Lake - 226V,16.0,1024.0,Card tích hợp - Intel Arc Graphics 130V,16.0,1.87
thegioididong_345504,345504,,Intel Core Ultra 7 Arrow Lake - 255H,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.853
thegioididong_369467,369467,,Intel Core Ultra 5 Arrow Lake - 225H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.34
thegioididong_367863,367863,,AMD Ryzen 7 - 260,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,2.191
thegioididong_367862,367862,,AMD Ryzen 7 - 260,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.191
thegioididong_367682,367682,,Intel Core Ultra 5 Panther Lake - 322,24.0,512.0,Card tích hợp - Intel Graphics,16.0,1.73
thegioididong_365307,365307,,Intel Core 5 Raptor Lake - 120U,16.0,1024.0,Card tích hợp - Intel Graphics,16.0,1.98
thegioididong_365302,365302,,AMD Ryzen AI 7 - 350,16.0,1024.0,Card tích hợp - AMD Radeon Graphics,14.0,1.69
thegioididong_364490,364490,,AMD Ryzen 7 - 260,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,2.2
thegioididong_370280,370280,,Intel Core 7 Raptor Lake - 240H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",15.6,2.1
thegioididong_370863,370863,,AMD Ryzen 5 - 3500U,8.0,512.0,Card tích hợp - AMD Radeon Vega Mobile Graphics,14.0,1.3
thegioididong_367864,367864,,AMD Ryzen AI 7 - 350,16.0,1024.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,1.972
thegioididong_369461,369461,,Intel Core Ultra X7 Panther Lake - 358H,32.0,1024.0,Card tích hợp - Intel Arc Graphics,14.0,1.1
thegioididong_368651,368651,,Intel Core 5 Raptor Lake - 210H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.1
thegioididong_368216,368216,,Intel Core Ultra 7 Panther Lake - 355,32.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.4
thegioididong_368212,368212,,Intel Core Ultra 7 Lunar Lake - 258V,32.0,512.0,Card tích hợp - Intel Arc Graphics 140V,14.0,1.21
thegioididong_368150,368150,,AMD Ryzen 9 - 8940HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5070Ti, 12 GB",16.0,2.34
thegioididong_367348,367348,,Intel Core Ultra 7 Arrow Lake - 255U,32.0,512.0,Card tích hợp - Intel Graphics,14.0,1.69
thegioididong_367015,367015,,Intel Core Ultra 7 Panther Lake - 365H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",15.3,1.87
thegioididong_366827,366827,,Intel Core Ultra 5 Panther Lake - Đang cập nhật,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.4
thegioididong_363503,363503,,Apple M5,24.0,512.0,Card tích hợp - 10 nhân GPU,13.6,1.23
thegioididong_364488,364488,,AMD Ryzen 9 - 8940HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5070, 8 GB",16.0,2.2
thegioididong_364389,364389,,AMD Ryzen AI Max+ - 395,128.0,1024.0,Card tích hợp - AMD Radeon 8060S Graphics,13.4,1.72
thegioididong_363899,363899,,Intel Core Ultra 7 Lunar Lake - 256V,16.0,512.0,Card tích hợp - Intel Arc 140V,14.0,0.986
thegioididong_361539,361539,,Intel Core Ultra 9 Lunar Lake - 288V,32.0,2048.0,Card tích hợp - Intel Arc Graphics,16.0,1.815
thegioididong_371301,371301,,AMD Ryzen 5 - 7533HS,16.0,512.0,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16.0,
thegioididong_365617,365617,,AMD Ryzen AI 7 - 350,16.0,512.0,Card tích hợp - AMD Radeon 860M Graphics,14.0,1.549
thegioididong_364408,364408,,AMD Ryzen AI 9 - 465,32.0,1024.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",14.0,1.46
thegioididong_365619,365619,,AMD Ryzen AI 5 Pro - 340,32.0,512.0,Card tích hợp - AMD Radeon 840M Graphics,14.0,1.39
thegioididong_365615,365615,,AMD Ryzen AI 5 - 340,16.0,512.0,Card tích hợp - AMD Radeon 840M Graphics,14.0,1.528
thegioididong_364868,364868,,Intel Core Ultra 9 Panther Lake - 386H,32.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.37
thegioididong_363895,363895,,Intel Core Ultra 5 Lunar Lake - 226V,16.0,512.0,Card tích hợp - Intel Arc Graphics 130V,14.0,0.986
thegioididong_342527,342527,,AMD Ryzen 7 - 260,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",15.1,1.9
thegioididong_335964,335964,,Intel Core Ultra 9 Arrow Lake - 275HX,64.0,1024.0,"Card rời - NVIDIA GeForce RTX 5080, 16 GB",18.0,3.5
thegioididong_335963,335963,,Intel Core Ultra 9 Arrow Lake - 275HX,192.0,2048.0,"Card rời - NVIDIA GeForce RTX 5090, 24 GB",18.0,3.5
thegioididong_332274,332274,,Intel Core Ultra 7 Meteor Lake - 155H,16.0,1024.0,"Card rời - NVIDIA GeForce RTX 4060, 8 GB",14.0,1.63
thegioididong_371302,371302,,AMD Ryzen 5 - 7533HS,16.0,512.0,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,
thegioididong_370583,370583,,Intel Core i7 Raptor Lake - 13620H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",15.6,2.0
thegioididong_370355,370355,,Intel Core Ultra 7 Arrow Lake - 355,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.14
thegioididong_370352,370352,,Intel Core 7 - 240H,16.0,512.0,Card tích hợp - Integrated Intel Graphics,14.0,1.34
thegioididong_369980,369980,,Intel Core 7 Raptor Lake - 240H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.4
thegioididong_370910,370910,,Intel Core Ultra 7 Arrow Lake - 255H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,2.61
thegioididong_370866,370866,,Intel Core Ultra 9 Meteor Lake - 185H,16.0,512.0,Card tích hợp - Intel Arc Graphics,14.0,1.49
thegioididong_369462,369462,,Intel Core Ultra X7 Panther Lake,64.0,2048.0,Card tích hợp - Intel Arc Graphics,14.0,1.131
thegioididong_369460,369460,,AMD Ryzen 7 - 445,16.0,512.0,Card tích hợp,14.0,1.2
thegioididong_368659,368659,,AMD Ryzen AI 7 - 350,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5070, 8 GB",16.0,2.18
thegioididong_368653,368653,,Intel Core Ultra 9 Panther Lake - 386H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5070, 8 GB",16.0,2.2
thegioididong_368650,368650,,AMD Ryzen AI 5 - 340,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.1
thegioididong_368214,368214,,Intel Core Ultra 7 Panther Lake - 355,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.73
thegioididong_367897,367897,,Intel Core Ultra X7 Panther Lake - 358H,32.0,512.0,Card tích hợp - Intel Graphics,14.0,1.65
thegioididong_367891,367891,,Snapdragon X2 Elite - X2E88100,32.0,1024.0,Card tích hợp - Qualcomm Adreno GPU,14.0,0.986
thegioididong_367890,367890,,Snapdragon X2 Elite - X2E88100,16.0,512.0,Card tích hợp - Qualcomm Adreno GPU,14.0,0.986
thegioididong_367889,367889,,Intel Core Ultra 9 Panther Lake - 386H,32.0,1024.0,"Card rời - NVIDIA GeForce RTX 5080, 16 GB",14.0,1.58
thegioididong_367888,367888,,AMD Ryzen AI 9 - 465,16.0,512.0,Card tích hợp - AMD Radeon Graphics,16.0,1.5
thegioididong_367887,367887,,Intel Core i5 Raptor Lake - 14450HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.2
thegioididong_367865,367865,,Intel Core Ultra 9 Arrow Lake - 290HX Plus,64.0,2048.0,"Card rời - NVIDIA GeForce RTX 5080, 16 GB",16.0,2.6
thegioididong_367686,367686,,Intel Core Ultra 7 Panther Lake - 365H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",15.3,2.1
thegioididong_366744,366744,,AMD Ryzen 7 - 250,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",15.3,1.87
thegioididong_366093,366093,,Intel Core i7 Raptor Lake - 14650HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB - GDDR7",16.0,2.5
thegioididong_371127,371127,,Intel Core Ultra 7 Panther Lake - 355,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.846
thegioididong_371125,371125,,AMD Ryzen 7 - 250,16.0,512.0,Card tích hợp - AMD Radeon Graphics,16.0,1.783
thegioididong_371124,371124,,AMD Ryzen 7 - 250,16.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.465
thegioididong_371123,371123,,Intel Core Ultra 7 Panther Lake - 255U,16.0,512.0,Card tích hợp - Intel Graphics,,1.614
thegioididong_370865,370865,,Intel Core 3 Twin Lake - 304,12.0,512.0,Card tích hợp - Intel Graphics,14.0,1.19
thegioididong_370864,370864,,Intel Core 5 Wildcat Lake - 320,12.0,512.0,Card tích hợp - Đang cập nhật,14.0,1.19
thegioididong_370582,370582,,Intel Core i7 Raptor Lake - 13620H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",15.6,2.0
thegioididong_370358,370358,,Intel Core Ultra X9 - 378H,32.0,1024.0,Card tích hợp - Intel Arc Graphics,14.0,0.975
thegioididong_370354,370354,,Intel Core Ultra 7 Arrow Lake - 355,16.0,512.0,Card tích hợp - Integrated Graphics,14.0,1.14
thegioididong_370353,370353,,Intel Core Ultra 7 Arrow Lake - 255H,16.0,512.0,Card tích hợp - Intel Arc Graphics 140T,14.0,1.34
thegioididong_370279,370279,,Intel Core 5 Raptor Lake - 210H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB - GDDR7",15.6,2.1
thegioididong_370278,370278,,Intel Core Ultra 7 Lunar Lake - 258V,32.0,512.0,Card tích hợp - Intel Arc Graphics 140V,14.0,1.24
thegioididong_369982,369982,,AMD Ryzen AI 5 - 340,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,2.1
thegioididong_369981,369981,,AMD Ryzen AI 7 - 350,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,2.18
thegioididong_369756,369756,,AMD Ryzen AI 9 - Hãng không công bố,64.0,2048.0,Card tích hợp - AMD Radeon Graphics,16.0,1.85
thegioididong_369751,369751,,Intel Core 5 Wildcat Lake - 320,16.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.45
thegioididong_371309,371309,,Intel Core 5 Wildcat Lake - 320,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.2
thegioididong_371307,371307,,Intel Core 5 - 210H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",15.6,2.1
thegioididong_371306,371306,,Intel Core 5 320,12.0,512.0,Card tích hợp - Intel Graphics,14.0,1.19
thegioididong_371293,371293,,Intel Core Ultra 9 Panther Lake - 386H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.2
thegioididong_371137,371137,,Intel Core Ultra 5 Panther Lake - 325,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.848
thegioididong_371135,371135,,Intel Core Ultra 7 Panther Lake - 355,32.0,512.0,Card tích hợp - Intel Graphics,14.0,1.398
thegioididong_371134,371134,,Intel Core Ultra 7 Panther Lake - 355,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.296
thegioididong_371133,371133,,Intel Core Ultra 7 Panther Lake - 355,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.296
thegioididong_371132,371132,,Intel Core Ultra 5 Panther Lake - 322,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.337
thegioididong_371130,371130,,Intel Core Ultra 5 Panther Lake - 322,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.337
thegioididong_371129,371129,,Intel Core Ultra 9 Panther Lake - 386H,32.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.282
thegioididong_371128,371128,,Intel Core Ultra 7 Panther Lake - 356H,32.0,1024.0,Card tích hợp - Intel Graphics,14.0,1.288
thegioididong_369476,369476,,AMD Ryzen 7 - 250,16.0,512.0,"NVIDIA GeForce RTX 5050, 8 GB - GDDR7",15.3,1.87
thegioididong_369466,369466,,Intel Core Ultra 7 Arrow Lake - 255H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.36
thegioididong_369465,369465,,Intel Core Ultra 7 Arrow Lake - 255H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.36
thegioididong_366092,366092,,Intel Core i7 Raptor Lake - 14650HX,32.0,512.0,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,2.5
thegioididong_366091,366091,,Intel Core i5 Raptor Lake - 14450HX,32.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.5
thegioididong_366066,366066,,AMD Ryzen AI Max+ - 392,64.0,1024.0,Card tích hợp - AMD Radeon 8060S Graphics,14.0,1.48
thegioididong_370356,370356,,Intel Core Ultra 7 Arrow Lake - 355,32.0,1024.0,Card tích hợp - Integrated Graphics,14.0,0.975
thegioididong_370349,370349,,Intel Core Ultra 5 Arrow Lake - 322,16.0,512.0,Card tích hợp - Intel Arc Graphics,16.0,1.73
thegioididong_367347,367347,,Intel Core Ultra 5 Arrow Lake - 235U,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.69
thegioididong_369983,369983,,Intel Core i5 Raptor Lake - 13420H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",15.6,1.982
thegioididong_363509,363509,,Apple M5,24.0,512.0,Card tích hợp - 10 nhân GPU,15.3,1.51
thegioididong_369749,369749,,Intel Core 3 Raptor Lake - 100U,8.0,512.0,,15.6,
thegioididong_368657,368657,,Intel Core 5 Raptor Lake - 120U,16.0,512.0,Card tích hợp - Intel UHD Graphics,15.6,1.6
thegioididong_360418,360418,,Intel Core 5 Raptor Lake - 120U,16.0,512.0,Card tích hợp - Intel Graphics,15.6,1.7
thegioididong_368146,368146,,AMD Ryzen 5 - 40,8.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.38
thegioididong_368301,368301,,Intel Core Ultra 5 Arrow Lake - 225H,16.0,512.0,Card tích hợp - Intel UHD Graphics,14.0,1.46
thegioididong_369758,369758,,Intel Core 3 Wildcat Lake - 304,8.0,512.0,Card tích hợp - Intel Graphics,15.6,1.7
thegioididong_358795,358795,,Intel Core 7 Raptor Lake - 240H,32.0,512.0,Card tích hợp - Intel Graphics,16.0,1.91
thegioididong_341268,341268,,Intel Core Ultra 9 Lunar Lake - 288V,32.0,1024.0,Card tích hợp - Intel Arc 140V,14.0,1.33
thegioididong_367021,367021,,AMD Ryzen AI 7 - 445,16.0,512.0,Card tích hợp - AMD Radeon 840M Graphics,14.0,1.37
thegioididong_367013,367013,,Intel Core Ultra 7 Panther Lake - 355,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.54
thegioididong_368221,368221,,Intel Core i5 Raptor Lake - 13420H,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.36
thegioididong_362626,362626,,AMD Ryzen AI 7 - 445,32.0,1024.0,Card tích hợp - AMD Radeon 840M,14.0,1.2
thegioididong_359928,359928,,Intel Core i7 Raptor Lake - 13620H,16.0,1024.0,"Card rời - NVIDIA GeForce RTX 5070, 8 GB",16.0,2.268
thegioididong_368209,368209,,AMD Ryzen 7 - 250,16.0,512.0,Card tích hợp - AMD Radeon 780M Graphics,16.0,1.7
thegioididong_363826,363826,,Intel Core Ultra 5 Arrow Lake - 235U,16.0,512.0,Card tích hợp - Intel Graphics,13.3,1.35
thegioididong_345506,345506,,Intel Core Ultra 5 Arrow Lake - 225U,16.0,512.0,Card tích hợp - Intel Graphics,13.3,1.355
thegioididong_363898,363898,,Intel Core Ultra 5 Lunar Lake - 228V,32.0,512.0,Card tích hợp - Intel Graphics,14.0,1.32
thegioididong_359298,359298,,Intel Core i7 Raptor Lake - 14650HX,16.0,1024.0,"Card rời - NVIDIA GeForce RTX 5070, 8 GB",15.6,2.4
thegioididong_365305,365305,,Intel Core 7 Raptor Lake - 150U,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.83
thegioididong_332397,332397,,Intel Core Ultra 5 Lunar Lake - 226V,16.0,1024.0,Card tích hợp - Intel Arc Graphics 130V,14.0,1.26
thegioididong_335015,335015,,Intel Core Ultra 9 Arrow Lake - 275HX,16.0,1024.0,"Card rời - NVIDIA GeForce RTX 5080, 16 GB",16.0,2.7
thegioididong_326280,326280,,AMD Ryzen 7 - 8845HS,16.0,1024.0,"Card rời - NVIDIA GeForce RTX 4070, 8 GB",15.6,2.25
thegioididong_340479,340479,,Intel Core i7 Raptor Lake - 1355U,16.0,512.0,Card tích hợp - Intel Iris Xe Graphics,15.6,1.68
thegioididong_362408,362408,,AMD Ryzen 7 - 445,16.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.46
thegioididong_368555,368555,,Intel Core 3 Raptor Lake - 100U,8.0,512.0,Card tích hợp - Intel Graphics,15.6,1.65
thegioididong_364399,364399,,AMD Ryzen AI 7 - 445,16.0,512.0,Card tích hợp - AMD Radeon Graphics,16.0,1.8
thegioididong_341564,341564,,Intel Core 7 Raptor Lake - 240H,16.0,1024.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.49
thegioididong_368220,368220,,Intel Core Ultra 5 Arrow Lake - 225U,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.34
thegioididong_365609,365609,,Intel Core 5 Raptor Lake - 120U,8.0,512.0,Card tích hợp - Intel Graphics,14.0,1.404
thegioididong_340560,340560,,Intel Core i5 Raptor Lake - 1334U,16.0,512.0,Card tích hợp - Intel Iris Xe Graphics,15.6,1.66
thegioididong_365311,365311,,Intel Core i7 Raptor Lake - 1355U,16.0,1024.0,Card tích hợp - Intel UHD Graphics,15.6,1.9
thegioididong_362399,362399,,Intel Core Ultra 7 Meteor Lake - 155H,24.0,512.0,Card tích hợp - Intel Graphics,15.6,1.613
thegioididong_341751,341751,,Intel Core i5 Raptor Lake - 13420H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,2.227
thegioididong_368559,368559,,Intel Core 7 Raptor Lake - 150U,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.83
