record_id,product_id,sku,cpu,ram_gb,storage_gb,gpu,screen_size_inch,weight_kg
thegioididong_360417,360417,,Intel Core 5 Raptor Lake - 120U,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.4
thegioididong_341611,341611,,Intel Core i5 Raptor Lake - 14450HX,16.0,512.0,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",15.6,2.4
thegioididong_339951,339951,,AMD Ryzen AI 5 - 340,16.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.625
thegioididong_358080,358080,,Intel Core Ultra 5 Lunar Lake - 226V,16.0,512.0,Card tích hợp - Intel Arc Graphics 130V,14.0,1.65
thegioididong_367574,367574,,Intel Core Ultra 5 Arrow Lake - 225U,16.0,512.0,Card tích hợp - Intel Graphics,15.6,1.65
thegioididong_368654,368654,,Intel Core 3 Twin Lake - N350,8.0,512.0,Card tích hợp - Intel Graphics,15.6,1.53
thegioididong_366741,366741,,Intel Core Ultra 5 Panther Lake - 322,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.37
thegioididong_362020,362020,,Intel Core i7 Raptor Lake - 1355U,16.0,1024.0,Card tích hợp - Intel UHD Graphics,15.6,1.65
thegioididong_360691,360691,,Intel Core i5 Raptor Lake - 1334U,16.0,512.0,Card tích hợp - Intel UHD Graphics,15.6,1.65
thegioididong_367575,367575,,Intel Core Ultra 5 Arrow Lake - 225U,16.0,512.0,Card tích hợp - Intel Graphics,15.6,1.65
thegioididong_338320,338320,,Intel Core Ultra 5 Arrow Lake - 225H,16.0,512.0,Card tích hợp - Intel UHD Graphics,14.0,1.4
thegioididong_365624,365624,,Intel Core Ultra 5 Meteor Lake - 125H,24.0,512.0,Card tích hợp - Intel Arc Graphics,15.6,1.65
thegioididong_341266,341266,,Intel Core Ultra 5 Arrow Lake - 225U,16.0,512.0,Card tích hợp - Intel Graphics,16.0,1.734
thegioididong_364183,364183,,AMD Ryzen 5 - 40,16.0,512.0,Card tích hợp - AMD Radeon Graphics,14.0,1.38
thegioididong_362406,362406,,AMD Ryzen 5 - 40,16.0,512.0,Card tích hợp - AMD Radeon Graphics,15.6,1.63
thegioididong_368208,368208,,Intel Core 5 Wildcat Lake - 320,8.0,512.0,Card tích hợp - Integrated Graphics,14.0,1.39
thegioididong_362410,362410,,Intel Core Ultra 5 Arrow Lake - 225H,16.0,512.0,Card tích hợp - Intel Arc Graphics,14.0,1.46
thegioididong_362024,362024,,Intel Core 5 Raptor Lake - 120U,16.0,512.0,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),14.0,1.69
thegioididong_362621,362621,,AMD Ryzen 7 - 170,16.0,512.0,"Card rời - NVIDIA GeForce RTX 3050, 4 GB",15.6,2.3
thegioididong_358078,358078,,Intel Core 5 Raptor Lake - 120U,16.0,512.0,Card tích hợp - Intel Graphics,14.0,1.638
thegioididong_338204,338204,,Intel Core i5 Raptor Lake - 13420H,16.0,512.0,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",15.6,2.29
thegioididong_360420,360420,,Intel Core 7 Raptor Lake - 150U,16.0,512.0,Card tích hợp - Intel Graphics,15.6,1.7
thegioididong_368556,368556,,AMD Ryzen 5 - 7530U,16.0,512.0,Card tích hợp - AMD Radeon Graphics,15.6,1.65
thegioididong_358132,358132,,Intel Core 5 Raptor Lake - 210H,16.0,512.0,Card tích hợp - Intel UHD Graphics,14.0,1.4
thegioididong_363537,363537,,Apple A18 Pro,8.0,256.0,Card tích hợp - 5 nhân GPU,13.0,1.23
thegioididong_361311,361311,,AMD Ryzen 5 - 7520U,16.0,512.0,Card tích hợp - AMD Radeon 610M Graphics,15.6,1.59
phongvu_220920819.0,464239,220920819.0,,,,,,
phongvu_221002177.0,465607,221002177.0,AMD Ryzen 7,,,,,
phongvu_221100518.0,467997,221100518.0,,,,,,
phongvu_221101138.0,468527,221101138.0,,,,,,
phongvu_221101139.0,468528,221101139.0,,,,,,
phongvu_230300348.0,504990,230300348.0,AMD Ryzen 5,,,,,
phongvu_230402640.0,512788,230402640.0,,,,,,
phongvu_230700540.0,518251,230700540.0,,,,,,
phongvu_241101675.0,589797,241101675.0,,32.0,2048.0,,,
phongvu_250201008.0,616759,250201008.0,,16.0,512.0,,,
phongvu_250308176.0,628302,250308176.0,AMD Ryzen 7,,,,,
phongvu_250308877.0,629004,250308877.0,,16.0,512.0,,,
phongvu_250400647.0,632598,250400647.0,Snapdragon X1P 42 100,16.0,512.0,,,
phongvu_250409681.0,641641,250409681.0,,16.0,512.0,,,
phongvu_250414090.0,646217,250414090.0,,16.0,512.0,,,
phongvu_250414094.0,646221,250414094.0,,16.0,1024.0,,,
phongvu_250415718.0,647858,250415718.0,,,,,,
phongvu_250512246.0,666265,250512246.0,,16.0,512.0,,,
phongvu_250517378.0,673058,250517378.0,,16.0,512.0,,,
phongvu_250637377.0,715435,250637377.0,,16.0,512.0,,,
phongvu_250640718.0,719814,250640718.0,,32.0,1024.0,,,
phongvu_250640725.0,719821,250640725.0,,32.0,1024.0,,,
phongvu_250640733.0,719828,250640733.0,Snapdragon X1P 64 100,16.0,512.0,,,
phongvu_250643177.0,722302,250643177.0,,16.0,512.0,,,
phongvu_250643178.0,722301,250643178.0,,32.0,512.0,,,
phongvu_250645445.0,724633,250645445.0,,,,,,
phongvu_250716126.0,755363,250716126.0,,16.0,512.0,,,
phongvu_250716146.0,755383,250716146.0,,8.0,512.0,,,
phongvu_250719798.0,759277,250719798.0,,16.0,512.0,,,
phongvu_250719864.0,759342,250719864.0,Snapdragon X X1 26 100,16.0,512.0,,,
phongvu_250719877.0,759355,250719877.0,Snapdragon X X1 26 100,16.0,512.0,,,
phongvu_250719886.0,759364,250719886.0,,16.0,512.0,,,
phongvu_250800189.0,762657,250800189.0,,16.0,512.0,,,
phongvu_250801472.0,763965,250801472.0,,16.0,512.0,,,
phongvu_250803168.0,765771,250803168.0,,16.0,512.0,,,
phongvu_250803209.0,765814,250803209.0,,16.0,1024.0,,,
phongvu_250803244.0,765850,250803244.0,,16.0,512.0,,,
phongvu_250804402.0,767015,250804402.0,,,,,,
phongvu_250804488.0,767101,250804488.0,,,,,,
phongvu_250804678.0,767291,250804678.0,,,,,,
phongvu_250804746.0,767359,250804746.0,,,,,,
phongvu_250804758.0,767371,250804758.0,,,,,,
phongvu_250804766.0,767386,250804766.0,AMD Ryzen 7,,,,,
phongvu_250809136.0,772401,250809136.0,,16.0,1024.0,,,
phongvu_250900507.0,773076,250900507.0,,16.0,512.0,,,
phongvu_250902465.0,775160,250902465.0,,16.0,512.0,,,
phongvu_250902466.0,775161,250902466.0,,16.0,512.0,,,
phongvu_250902468.0,775164,250902468.0,,16.0,512.0,,,
phongvu_250902473.0,775170,250902473.0,,16.0,512.0,,,
phongvu_250902474.0,775171,250902474.0,,32.0,512.0,,,
phongvu_250902478.0,775175,250902478.0,,16.0,512.0,,,
phongvu_250904062.0,776757,250904062.0,,,,,,
phongvu_250904169.0,776864,250904169.0,,,,,,
phongvu_250904247.0,776943,250904247.0,,,,,,
phongvu_250908221.0,780986,250908221.0,,16.0,1024.0,,,
phongvu_250908233.0,780994,250908233.0,,16.0,512.0,,,
phongvu_250911676.0,784534,250911676.0,,16.0,512.0,,,
phongvu_251001972.0,788539,251001972.0,,16.0,1024.0,,,
phongvu_251001992.0,788558,251001992.0,,16.0,1024.0,,,
phongvu_251001999.0,788565,251001999.0,,16.0,1024.0,,,
phongvu_251002010.0,788575,251002010.0,,32.0,512.0,,,
phongvu_251002014.0,788581,251002014.0,,32.0,512.0,,,
phongvu_251002018.0,788585,251002018.0,,32.0,512.0,,,
phongvu_251002166.0,788717,251002166.0,,,,,,
phongvu_251002247.0,788798,251002247.0,,,,,,
phongvu_251002250.0,788801,251002250.0,,,,,,
phongvu_251012466.0,800642,251012466.0,,16.0,512.0,,,
phongvu_251012474.0,800654,251012474.0,,16.0,512.0,,,
phongvu_251012819.0,801032,251012819.0,,16.0,512.0,,,
phongvu_251017439.0,807326,251017439.0,,16.0,512.0,,,
phongvu_251019398.0,809533,251019398.0,,16.0,512.0,,,
phongvu_251100594.0,811358,251100594.0,,,,,,
phongvu_251100597.0,811361,251100597.0,,,,,,
phongvu_251100690.0,811454,251100690.0,,,,,,
phongvu_251100698.0,811462,251100698.0,,,,,,
phongvu_251100721.0,811485,251100721.0,,,,,,
phongvu_251100733.0,811497,251100733.0,AMD Ryzen 7,,,,,
phongvu_251100923.0,811695,251100923.0,,16.0,512.0,,,
phongvu_251100924.0,811698,251100924.0,,16.0,1024.0,,,
phongvu_251100926.0,811697,251100926.0,,16.0,512.0,,,
phongvu_251104418.0,815145,251104418.0,,16.0,512.0,,,
phongvu_251106306.0,817201,251106306.0,,16.0,512.0,,,
phongvu_251106310.0,817204,251106310.0,,16.0,1024.0,,,
phongvu_251107244.0,818400,251107244.0,,16.0,512.0,,,
phongvu_251107254.0,818414,251107254.0,,16.0,1024.0,,,
phongvu_251109448.0,820541,251109448.0,,16.0,512.0,,,
phongvu_251109453.0,820547,251109453.0,,16.0,512.0,,,
phongvu_251109456.0,820548,251109456.0,,24.0,512.0,,,
phongvu_251109457.0,820550,251109457.0,,16.0,512.0,,,
phongvu_251113271.0,824406,251113271.0,,16.0,512.0,,,
phongvu_251113506.0,824662,251113506.0,,32.0,512.0,,,
phongvu_251202421.0,828040,251202421.0,,32.0,2048.0,,,
phongvu_251203613.0,829451,251203613.0,,,,,,
phongvu_251203633.0,829471,251203633.0,,,,,,
phongvu_251203653.0,829491,251203653.0,AMD Ryzen 7,,,,,
phongvu_251203677.0,829515,251203677.0,,,,,,
phongvu_251203692.0,829530,251203692.0,,,,,,
phongvu_251203697.0,829535,251203697.0,,,,,,
phongvu_251203714.0,829552,251203714.0,,,,,,
phongvu_251203847.0,829685,251203847.0,,,,,,
phongvu_251203866.0,829704,251203866.0,,,,,,
phongvu_251203884.0,829722,251203884.0,,,,,,
phongvu_251203913.0,829751,251203913.0,,,,,,
phongvu_251203919.0,829757,251203919.0,,,,,,
phongvu_251203923.0,829761,251203923.0,,,,,,
phongvu_251203925.0,829763,251203925.0,,,,,,
phongvu_251203982.0,829820,251203982.0,,,,,,
phongvu_251203989.0,829827,251203989.0,,,,,,
phongvu_251206294.0,832141,251206294.0,,16.0,512.0,,,
phongvu_251207551.0,833426,251207551.0,,16.0,512.0,,,
phongvu_251207558.0,833436,251207558.0,,16.0,512.0,,,
phongvu_251207559.0,833439,251207559.0,,16.0,512.0,,,
phongvu_251208700.0,834866,251208700.0,,32.0,1024.0,,,
phongvu_251208701.0,834867,251208701.0,,16.0,512.0,,,
phongvu_251208702.0,834868,251208702.0,,16.0,1024.0,,,
phongvu_251211508.0,837900,251211508.0,,16.0,512.0,,,
phongvu_260101199.0,840016,260101199.0,,16.0,1024.0,,,
phongvu_260101201.0,840015,260101201.0,,16.0,1024.0,,,
phongvu_260101203.0,840014,260101203.0,,16.0,512.0,,,
phongvu_260102037.0,840876,260102037.0,,16.0,512.0,,,
phongvu_260102080.0,840916,260102080.0,,16.0,512.0,,,
phongvu_260102090.0,840924,260102090.0,,16.0,512.0,,,
phongvu_260102100.0,840939,260102100.0,,16.0,512.0,,,
phongvu_260105198.0,844008,260105198.0,,,,,,
phongvu_260105215.0,844025,260105215.0,,,,,,
phongvu_260105250.0,844060,260105250.0,,,,,,
phongvu_260105252.0,844062,260105252.0,,,,,,
phongvu_260105261.0,844071,260105261.0,,,,,,
phongvu_260105339.0,844149,260105339.0,,,,,,
phongvu_260105494.0,844304,260105494.0,,,,,,
phongvu_260105501.0,844311,260105501.0,,,,,,
phongvu_260105504.0,844314,260105504.0,,,,,,
phongvu_260105505.0,844315,260105505.0,,,,,,
phongvu_260105516.0,844326,260105516.0,,,,,,
phongvu_260105625.0,844435,260105625.0,,,,,,
phongvu_260105640.0,844450,260105640.0,AMD Ryzen 5,,,,,
phongvu_260105644.0,844454,260105644.0,,,,,,
phongvu_260105680.0,844490,260105680.0,,16.0,512.0,,,
phongvu_260105689.0,844497,260105689.0,,16.0,512.0,,,
phongvu_260105706.0,844515,260105706.0,,16.0,512.0,,,
phongvu_260105713.0,844523,260105713.0,,16.0,512.0,,,
phongvu_260105720.0,844530,260105720.0,,16.0,512.0,,,
phongvu_260108963.0,847838,260108963.0,,,,,,
phongvu_260108973.0,847848,260108973.0,,,,,,
phongvu_260108975.0,847850,260108975.0,,,,,,
phongvu_260108991.0,847866,260108991.0,,,,,,
phongvu_260109013.0,847888,260109013.0,AMD Ryzen 5,,,,,
phongvu_260109045.0,847920,260109045.0,,,,,,
phongvu_260200472.0,848798,260200472.0,,16.0,512.0,,,
phongvu_260200477.0,848808,260200477.0,,16.0,512.0,,,
phongvu_260200481.0,848813,260200481.0,,16.0,512.0,,,
phongvu_260201135.0,849470,260201135.0,,16.0,512.0,,,
phongvu_260202421.0,850778,260202421.0,,16.0,512.0,,,
phongvu_260202422.0,850781,260202422.0,,16.0,512.0,,,
phongvu_260202424.0,850780,260202424.0,,32.0,1024.0,,,
phongvu_260202510.0,850866,260202510.0,,16.0,1024.0,,,
phongvu_260203204.0,851577,260203204.0,,24.0,512.0,,,
phongvu_260203208.0,851580,260203208.0,,16.0,512.0,,,
phongvu_260203236.0,851611,260203236.0,,16.0,512.0,,,
phongvu_260204231.0,852609,260204231.0,,16.0,1024.0,,,
phongvu_260300867.0,853555,260300867.0,,16.0,512.0,,,
phongvu_260300963.0,853651,260300963.0,,,,,,
phongvu_260301044.0,853732,260301044.0,,,,,,
phongvu_260301076.0,853764,260301076.0,,,,,,
phongvu_260301079.0,853767,260301079.0,,,,,,
phongvu_260301090.0,853778,260301090.0,,,,,,
phongvu_260301093.0,853781,260301093.0,,,,,,
phongvu_260301642.0,854333,260301642.0,,16.0,512.0,,,
phongvu_260301649.0,854340,260301649.0,,16.0,512.0,,,
phongvu_260301668.0,854356,260301668.0,,8.0,512.0,,,
phongvu_260301675.0,854366,260301675.0,,16.0,512.0,,,
phongvu_260301687.0,854378,260301687.0,,16.0,512.0,,,
phongvu_260302468.0,855327,260302468.0,,16.0,512.0,,,
phongvu_260302474.0,855336,260302474.0,,16.0,1024.0,,,
phongvu_260302478.0,855344,260302478.0,,32.0,1024.0,,,
phongvu_260302484.0,855353,260302484.0,,32.0,1024.0,,,
phongvu_260302495.0,855365,260302495.0,,16.0,512.0,,,
phongvu_260302507.0,855378,260302507.0,,16.0,512.0,,,
phongvu_260302512.0,855380,260302512.0,,16.0,512.0,,,
phongvu_260302514.0,855385,260302514.0,,32.0,512.0,,,
phongvu_260302518.0,855390,260302518.0,,16.0,512.0,,,
phongvu_260302524.0,855396,260302524.0,,16.0,512.0,,,
phongvu_260302527.0,855399,260302527.0,,16.0,512.0,,,
phongvu_260302528.0,855401,260302528.0,,16.0,512.0,,,
phongvu_260302532.0,855405,260302532.0,,32.0,512.0,,,
phongvu_260303285.0,856162,260303285.0,,16.0,512.0,,,
phongvu_260303603.0,856586,260303603.0,,32.0,1024.0,,,
phongvu_260303605.0,856587,260303605.0,,32.0,1024.0,,,
phongvu_260303867.0,856850,260303867.0,,16.0,512.0,,,
phongvu_260303868.0,856851,260303868.0,,16.0,512.0,,,
phongvu_260304104.0,857087,260304104.0,,16.0,512.0,,,
phongvu_260304532.0,857541,260304532.0,,16.0,512.0,,,
phongvu_260305106.0,858122,260305106.0,,,,,,
phongvu_260305528.0,858545,260305528.0,,16.0,512.0,,,
phongvu_260305633.0,858648,260305633.0,,16.0,512.0,,,
phongvu_260305634.0,858649,260305634.0,,32.0,1024.0,,,
phongvu_260305640.0,858657,260305640.0,,16.0,512.0,,,
phongvu_260305647.0,858664,260305647.0,,16.0,512.0,,,
phongvu_260305673.0,858690,260305673.0,,16.0,512.0,,,
phongvu_260305688.0,858707,260305688.0,,16.0,1024.0,,,
phongvu_260305689.0,858706,260305689.0,,16.0,512.0,,,
phongvu_260305690.0,858705,260305690.0,,16.0,512.0,,,
phongvu_260400568.0,860348,260400568.0,,16.0,512.0,,,
phongvu_260402929.0,862735,260402929.0,,16.0,512.0,,,
phongvu_260402938.0,862742,260402938.0,,16.0,1024.0,,,
phongvu_260404884.0,864730,260404884.0,,16.0,512.0,,,
phongvu_260404891.0,864739,260404891.0,,16.0,512.0,,,
phongvu_260404899.0,864746,260404899.0,,64.0,1024.0,,,
phongvu_260404909.0,864754,260404909.0,,16.0,512.0,,,
phongvu_260404916.0,864764,260404916.0,,16.0,512.0,,,
phongvu_260404920.0,864766,260404920.0,,16.0,512.0,,,
phongvu_260404925.0,864773,260404925.0,,16.0,512.0,,,
phongvu_260404927.0,864775,260404927.0,,32.0,1024.0,,,
phongvu_260406734.0,866687,260406734.0,Intel Core Ultra 9,64.0,2048.0,RTX 5090,,
phongvu_260407198.0,867178,260407198.0,,16.0,512.0,,,
phongvu_260407204.0,867188,260407204.0,,32.0,512.0,,,
phongvu_260407205.0,867189,260407205.0,,16.0,512.0,,,
phongvu_260407211.0,867195,260407211.0,,32.0,512.0,,,
phongvu_260407212.0,867196,260407212.0,,16.0,512.0,,,
phongvu_260407220.0,867202,260407220.0,,32.0,512.0,,,
phongvu_260407231.0,867211,260407231.0,,8.0,512.0,,,
phongvu_260407237.0,867222,260407237.0,,16.0,512.0,,,
phongvu_260407238.0,867221,260407238.0,,16.0,512.0,,,
phongvu_260407247.0,867231,260407247.0,,16.0,512.0,,,
phongvu_260407624.0,867729,260407624.0,,16.0,512.0,,,
phongvu_260407626.0,867731,260407626.0,,16.0,512.0,,,
phongvu_260407627.0,867732,260407627.0,,24.0,512.0,,,
phongvu_260407771.0,867884,260407771.0,,16.0,512.0,,,
phongvu_260501439.0,869599,260501439.0,Snapdragon X X1 26 100,16.0,512.0,,,
phongvu_260501467.0,869634,260501467.0,,32.0,1024.0,,,
phongvu_260501475.0,869634,260501475.0,,32.0,1024.0,,,
phongvu_260501485.0,869645,260501485.0,,16.0,512.0,,,
phongvu_260501570.0,869730,260501570.0,,,,,,
phongvu_260501579.0,869739,260501579.0,,,,,,
phongvu_260501654.0,869814,260501654.0,,,,,,
phongvu_260501698.0,869858,260501698.0,,,,,,
phongvu_260501700.0,869860,260501700.0,,,,,,
phongvu_260501705.0,869865,260501705.0,,,,,,
phongvu_260501723.0,869883,260501723.0,,,,,,
phongvu_260501731.0,869891,260501731.0,,,,,,
phongvu_260501732.0,869892,260501732.0,,,,,,
phongvu_260501750.0,869910,260501750.0,,,,,,
phongvu_260501751.0,869911,260501751.0,,,,,,
phongvu_260501756.0,869916,260501756.0,,,,,,
phongvu_260501761.0,869921,260501761.0,,,,,,
phongvu_260501767.0,869927,260501767.0,,,,,,
phongvu_260501776.0,869936,260501776.0,,,,,,
phongvu_260501786.0,869946,260501786.0,,,,,,
phongvu_260501789.0,869949,260501789.0,,,,,,
phongvu_260501790.0,869950,260501790.0,,,,,,
phongvu_260501795.0,869955,260501795.0,AMD Ryzen 5,,,,,
phongvu_260501815.0,869975,260501815.0,,,,,,
phongvu_260501817.0,869977,260501817.0,,,,,,
phongvu_260501877.0,870037,260501877.0,,,,,,
phongvu_260501879.0,870039,260501879.0,,,,,,
phongvu_260501880.0,870040,260501880.0,,,,,,
phongvu_260501892.0,870052,260501892.0,,,,,,
phongvu_260502319.0,870454,260502319.0,,16.0,512.0,,,
phongvu_260502320.0,870453,260502320.0,,8.0,512.0,,,
phongvu_260502321.0,870458,260502321.0,,16.0,512.0,,,
phongvu_260502322.0,870455,260502322.0,,16.0,512.0,,,
phongvu_260502324.0,870457,260502324.0,,16.0,512.0,,,
phongvu_260502325.0,870456,260502325.0,,16.0,512.0,,,
phongvu_260502326.0,870460,260502326.0,,16.0,512.0,,,
phongvu_260503899.0,872079,260503899.0,,16.0,512.0,,,
phongvu_260503906.0,872092,260503906.0,,16.0,512.0,,,
phongvu_260503913.0,872099,260503913.0,,16.0,512.0,,,
phongvu_260503920.0,872106,260503920.0,,16.0,512.0,,,
phongvu_260503930.0,872113,260503930.0,,16.0,512.0,,,
phongvu_260503946.0,872132,260503946.0,,16.0,512.0,,,
phongvu_260507122.0,875463,260507122.0,Snapdragon X2 Elite X2E88100,32.0,1024.0,,,
phongvu_260507128.0,875472,260507128.0,,16.0,512.0,,,
phongvu_260507129.0,875473,260507129.0,,32.0,1024.0,,,
phongvu_260507135.0,875479,260507135.0,,16.0,1024.0,,,
phongvu_260507136.0,875480,260507136.0,,64.0,2048.0,,,
phongvu_260507140.0,875482,260507140.0,,16.0,512.0,,,
phongvu_260507143.0,875486,260507143.0,,32.0,1024.0,,,
phongvu_260507150.0,875493,260507150.0,Snapdragon X2 Elite X2E88100,16.0,512.0,,,
phongvu_260507152.0,875495,260507152.0,,16.0,512.0,,,
phongvu_260508270.0,876676,260508270.0,,32.0,512.0,,,
phongvu_260508562.0,876967,260508562.0,,16.0,512.0,,,
phongvu_260508594.0,876999,260508594.0,,16.0,1024.0,,,
phongvu_260600361.0,877868,260600361.0,,16.0,512.0,,,
phongvu_260600939.0,878537,260600939.0,,16.0,512.0,,,
phongvu_260600946.0,878550,260600946.0,,16.0,512.0,,,
phongvu_260600953.0,878557,260600953.0,,8.0,512.0,,,
phongvu_260600971.0,878573,260600971.0,,16.0,512.0,,,
phongvu_260602203.0,879834,260602203.0,,16.0,512.0,,,
phongvu_260602215.0,879841,260602215.0,,32.0,1024.0,,,
phongvu_260602380.0,880003,260602380.0,,32.0,1024.0,,,
phongvu_260602383.0,880005,260602383.0,,32.0,1024.0,,,
phongvu_260602384.0,880004,260602384.0,,32.0,1024.0,,,
phongvu_260602400.0,880017,260602400.0,,16.0,512.0,,,
phongvu_260602401.0,880022,260602401.0,,16.0,512.0,,,
phongvu_260602407.0,880029,260602407.0,,16.0,512.0,,,
phongvu_260602408.0,880028,260602408.0,,16.0,1024.0,,,
phongvu_260602409.0,880030,260602409.0,,16.0,512.0,,,
phongvu_260602411.0,880031,260602411.0,,16.0,512.0,,,
phongvu_260602419.0,880040,260602419.0,,16.0,512.0,,,
phongvu_260602423.0,880042,260602423.0,,16.0,512.0,,,
phongvu_260602424.0,880044,260602424.0,,16.0,512.0,,,
phongvu_260602427.0,880047,260602427.0,,8.0,512.0,,,
phongvu_260602429.0,880050,260602429.0,,16.0,512.0,,,
phongvu_260602430.0,880051,260602430.0,,16.0,512.0,,,
phongvu_260602432.0,880052,260602432.0,,16.0,512.0,,,
phongvu_260602434.0,880055,260602434.0,,8.0,512.0,,,
phongvu_260602435.0,880056,260602435.0,,16.0,512.0,,,
phongvu_260602436.0,880057,260602436.0,,32.0,512.0,,,
phongvu_260602437.0,880058,260602437.0,,16.0,512.0,,,
phongvu_260602438.0,880059,260602438.0,,16.0,512.0,,,
phongvu_260602439.0,880060,260602439.0,,16.0,512.0,,,
phongvu_260602916.0,880546,260602916.0,,16.0,512.0,,,
phongvu_260602917.0,880542,260602917.0,,16.0,512.0,,,
phongvu_260602918.0,880543,260602918.0,,32.0,512.0,,,
phongvu_260602919.0,880544,260602919.0,,16.0,1024.0,,,
phongvu_260602920.0,880545,260602920.0,,16.0,512.0,,,
phongvu_260603062.0,880689,260603062.0,,16.0,512.0,,,
phongvu_260603076.0,880702,260603076.0,,16.0,512.0,,,
phongvu_260603078.0,880705,260603078.0,,32.0,1024.0,,,
phongvu_260603084.0,880711,260603084.0,,16.0,512.0,,,
phongvu_260603086.0,880713,260603086.0,,8.0,512.0,,,
phongvu_260603319.0,880974,260603319.0,,8.0,512.0,,,
phongvu_260603320.0,880975,260603320.0,,16.0,512.0,,,
phongvu_260603575.0,881230,260603575.0,,16.0,512.0,,,
phongvu_260700542.0,882029,260700542.0,,,,,,
phongvu_260701722.0,883268,260701722.0,,24.0,512.0,,,
phongvu_260701729.0,883280,260701729.0,,32.0,512.0,,,
phongvu_260701732.0,883285,260701732.0,,32.0,1024.0,,,
phongvu_260701733.0,883286,260701733.0,,32.0,1024.0,,,
phongvu_260701736.0,883291,260701736.0,,32.0,1024.0,,,
phongvu_260701737.0,883292,260701737.0,,16.0,512.0,,,
phongvu_260701739.0,883295,260701739.0,,16.0,512.0,,,
phongvu_260701740.0,883296,260701740.0,,16.0,512.0,,,
phongvu_260701747.0,883299,260701747.0,,16.0,512.0,,,
phongvu_260701754.0,883309,260701754.0,,8.0,512.0,,,
phongvu_260701761.0,883317,260701761.0,,16.0,512.0,,,
phongvu_260701768.0,883323,260701768.0,,16.0,512.0,,,
phongvu_260701774.0,883330,260701774.0,,16.0,512.0,,,
phongvu_260701776.0,883332,260701776.0,,16.0,512.0,,,
phongvu_260701777.0,883333,260701777.0,,16.0,512.0,,,
phongvu_260703453.0,885287,260703453.0,,16.0,512.0,,,
phongvu_260703460.0,885297,260703460.0,,16.0,512.0,,,
phongvu_260703468.0,885304,260703468.0,,32.0,1024.0,,,
phongvu_260704564.0,886573,260704564.0,,16.0,512.0,,,
phongvu_260704571.0,886584,260704571.0,,16.0,512.0,,,
phongvu_260704577.0,886591,260704577.0,,8.0,512.0,,,
phongvu_260704585.0,886598,260704585.0,,16.0,512.0,,,
phongvu_260704589.0,886602,260704589.0,,16.0,512.0,,,
phongvu_260704593.0,886606,260704593.0,,16.0,1024.0,,,
phongvu_260704596.0,886610,260704596.0,,16.0,512.0,,,
phongvu_260704599.0,886612,260704599.0,,16.0,1024.0,,,
phongvu_260704600.0,886614,260704600.0,,16.0,512.0,,,
phongvu_260705543.0,887685,260705543.0,,16.0,512.0,,,
phongvu_260705959.0,888140,260705959.0,,64.0,1024.0,,,
phongvu_260705966.0,888149,260705966.0,,16.0,1024.0,,,
phongvu_260705974.0,888156,260705974.0,,16.0,512.0,,,
phongvu_260705985.0,888165,260705985.0,,16.0,512.0,,,
phongvu_260705993.0,888175,260705993.0,,16.0,512.0,,,
phongvu_260706001.0,888183,260706001.0,,16.0,512.0,,,
phongvu_260706009.0,888191,260706009.0,,16.0,512.0,,,
phongvu_260706016.0,888199,260706016.0,,16.0,512.0,,,
phongvu_260706024.0,888206,260706024.0,,16.0,512.0,,,
phongvu_260706029.0,888212,260706029.0,,16.0,512.0,,,
phongvu_260706030.0,888213,260706030.0,,64.0,1024.0,,,
phongvu_260706031.0,888214,260706031.0,,16.0,512.0,,,
phongvu_260801469.0,890602,260801469.0,,12.0,512.0,,,
phongvu_260801476.0,890611,260801476.0,,64.0,2048.0,,,
phongvu_260801494.0,890625,260801494.0,,16.0,512.0,,,
phongvu_260801499.0,890638,260801499.0,,16.0,512.0,,,
phongvu_260801505.0,890642,260801505.0,,16.0,512.0,,,
phongvu_260801507.0,890645,260801507.0,,16.0,512.0,,,
phongvu_260801512.0,890651,260801512.0,,16.0,1024.0,,,
phongvu_260801516.0,890653,260801516.0,,64.0,2048.0,,,
phongvu_260801521.0,890658,260801521.0,,32.0,1024.0,,,
phongvu_260801531.0,890668,260801531.0,,16.0,512.0,,,
phongvu_260801536.0,890676,260801536.0,,12.0,512.0,,,
phongvu_260801559.0,890706,260801559.0,,12.0,512.0,,,
phongvu_260801615.0,890763,260801615.0,,16.0,512.0,,,
phongvu_260802535.0,891731,260802535.0,,,,,,
phongvu_260802536.0,891732,260802536.0,,,,,,
phongvu_260802587.0,891783,260802587.0,,,,,,
phongvu_260802593.0,891789,260802593.0,,,,,,
phongvu_260802599.0,891795,260802599.0,,,,,,
phongvu_260802600.0,891796,260802600.0,,,,,,
phongvu_260802606.0,891802,260802606.0,,,,,,
phongvu_260802613.0,891809,260802613.0,,,,,,
phongvu_260802615.0,891811,260802615.0,,,,,,
phongvu_260802623.0,891819,260802623.0,,,,,,
phongvu_260802627.0,891823,260802627.0,,,,,,
phongvu_260802628.0,891824,260802628.0,,,,,,
phongvu_260802629.0,891825,260802629.0,,,,,,
phongvu_260802634.0,891830,260802634.0,,,,,,
