product_id,name,brand,price_vnd,old_price_vnd,discount_percent,rating,review_count,screen_size_inch,cpu,gpu,ram_gb,storage_gb,weight_kg,url,source,crawl_date
341618,"Laptop HP 15 fd0235TU - 9Q970PA_120U (Core 5 120U, 16GB, 512GB, Full HD, Win11)",HP,24090000,28590000,-15,5.0,2294,15.6,Intel Core 5 Raptor Lake - 120U,Card tích hợp - Intel Iris Xe Graphics,16.0,512,1.59,https://www.thegioididong.com/laptop/hp-15-fd0235tu-core-5-120u-9q970pa-120u,thegioididong,2026-09-21
368207,"Laptop Lenovo IdeaPad Slim 3 14IWC11 - 83RQ002NVN (Core 5 320, 16GB, 512GB, WUXGA, Win11)",Lenovo,23090000,29990000,-23,5.0,127,14.0,Intel Core 5 Wildcat Lake - 320,Card tích hợp - Integrated Graphics,16.0,512,1.39,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14iwc11-core-5-320-83rq002nvn,thegioididong,2026-09-21
351613,"Laptop Dell 15 DC15250 - DC15250-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,27890000,28490000,-2,5.0,1073,15.6,Intel Core i7 Raptor Lake - 1355U,Card tích hợp - Intel UHD Graphics,16.0,1024,1.9,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-dc15250-i7u161w11slu,thegioididong,2026-09-21
368557,"Laptop Dell 14 DC14250 - DC4C5375W1-2Y (Core 5 120U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",Dell,29690000,32090000,-7,5.0,27,14.0,Intel Core 5 Raptor Lake - 120U,Card tích hợp - Intel Graphics,16.0,512,1.69,https://www.thegioididong.com/laptop/dell-14-dc14250-core-5-120u-dc4c5375w1-2y,thegioididong,2026-09-21
369478,"Laptop Lenovo IdeaPad Slim 3 15IWC11 - 83RR00A8VN (Core 3 304, 8GB, 512GB, WUXGA, Win11)",Lenovo,18590000,23990000,-22,,,15.3,Intel Core™ 3 - 304,Card tích hợp - Intel Graphics,8.0,512,1.59,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iwc11-core-3-304-83rr00a8vn,thegioididong,2026-09-21
367576,"Laptop HP Gaming VICTUS 15 fa2451TX - D17WPPA (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",HP,30390000,,,5.0,172,15.6,Intel Core i5 Raptor Lake - 13420H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,512,2.29,https://www.thegioididong.com/laptop/hp-gaming-victus-15-fa2451tx-i5-13420h-d17wppa,thegioididong,2026-09-21
339211,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHI2VN893SH (i7 13620H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",GIGABYTE,33190000,33990000,-2,5.0,332,16.0,Intel Core i7 Raptor Lake - 13620H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,512,2.204,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i7-gaming-a16-cmhi2vn893sh,thegioididong,2026-09-21
362667,"Laptop Dell 15 DC15250 - DC15250-i7U161W11SLU-5 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,27890000,28490000,-2,5.0,691,15.6,Intel Core i7 Raptor Lake - 1355U,Card tích hợp - Intel UHD Graphics,16.0,1024,1.9,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-dc15250-i7u161w11slu-5,thegioididong,2026-09-21
358077,"Laptop HP OmniBook 5 Flip 14 fp0055TU - BZ7Q4PA (Core 7 150U, 24GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",HP,32190000,34990000,-8,5.0,238,14.0,Intel Core 7 Raptor Lake - 150U,Card tích hợp - Intel Graphics,24.0,512,1.62,https://www.thegioididong.com/laptop/hp-omnibook-5-flip-14-fp0055tu-core-7-150u-bz7q4pa,thegioididong,2026-09-21
368558,"Laptop Dell 15 DC15250 - 71100520 (Core 3 100U, 8GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,21890000,22590000,-3,5.0,9,15.6,Intel Core 3 Raptor Lake - 100U,Card tích hợp - Intel UHD Graphics,8.0,512,1.9,https://www.thegioididong.com/laptop/dell-15-dc15250-core-3-100u-71100520,thegioididong,2026-09-21
363261,"Laptop Acer Aspire Go 14 AG14-72P-54DF - NX.JSBSV.009 (Core 5 120U, 16GB, 512GB, Full HD+, Win11)",Acer,21090000,23990000,-12,5.0,186,14.0,Intel Core 5 Raptor Lake - 120U,Card tích hợp - Intel UHD Graphics,16.0,512,1.4,https://www.thegioididong.com/laptop/acer-aspire-go-14-ag14-72p-54df-core-5-120u-nx-jsbsv-009,thegioididong,2026-09-21
341626,"Laptop Acer Gaming Nitro ProPanel ANV15 52 59AA - NH.QZ9SV.002 (i5 13420H, 16GB, 512GB, RTX 5050 8GB, Full HD 180Hz, Win11)",Acer,36390000,37990000,-4,5.0,77,15.6,Intel Core i5 Raptor Lake - 13420H,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,512,2.1,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-52-59aa-i5-13420h-nh-qz9sv-002,thegioididong,2026-09-21
369754,"Laptop Acer Gaming Nitro ProPanel ANV15-52-73Z8 - NH.QUASV.001 (Core 7 240H, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",Acer,37390000,39990000,-6,,,15.6,Intel Core 7 Raptor Lake - 240H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,512,2.1,https://www.thegioididong.com/laptop/acer-gaming-nitro-propanel-anv15-52-73z8-core-7-240h-nh-quasv-001,thegioididong,2026-09-21
366749,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01H2VN (i7 13645HX, 16GB, 1TB, RTX 4050 6GB, Full HD 144Hz, Win11)",Lenovo,38390000,48990000,-21,4.9,67,15.6,Intel Core i7 Raptor Lake - 13645HX,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,1024,2.38,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i7-13645hx-83dv01h2vn,thegioididong,2026-09-21
365608,"Laptop HP 240R G9 - C40LGAT (Core 5 120U, 16GB, 512GB, Full HD, Win11)",HP,24090000,29090000,-17,5.0,20,14.0,Intel Core 5 Raptor Lake - 120U,Card tích hợp - Intel Graphics,16.0,512,1.406,https://www.thegioididong.com/laptop/hp-240r-g9-core-5-120u-c40lgat,thegioididong,2026-09-21
339679,"Laptop Dell Latitude 3450 - L3450-1335U-16512WN (i5 1335U, 16GB, 512GB, Full HD, Win11)",Dell,23390000,25990000,-10,4.9,2711,14.0,Intel Core i5 Raptor Lake - 1335U,Card tích hợp - Intel Iris Xe Graphics,16.0,512,1.5,https://www.thegioididong.com/laptop/dell-latitude-3450-i5-l34501335u16512wn,thegioididong,2026-09-21
341270,"Laptop HP 15 fd0234TU - 9Q969PA-120U (Core 5 120U, 16GB, 512GB, Full HD, Win11)",HP,24090000,28590000,-15,4.9,3406,15.6,Intel Core 5 Raptor Lake - 120U,Card tích hợp - Intel Iris Xe Graphics,16.0,512,1.59,https://www.thegioididong.com/laptop/hp-15-fd0234tu-core-5-120u-9q969pa-120u,thegioididong,2026-09-21
337043,"Laptop HP Pavilion 16 af0054TU - AY8C3PA (Ultra 5 125U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)",HP,23790000,,,5.0,594,16.0,Intel Core Ultra 5 Meteor Lake - 125U,Card tích hợp - Intel Graphics,16.0,1024,1.77,https://www.thegioididong.com/laptop/hp-pavilion-16-af0054tu-ultra-5-ay8c3pa,thegioididong,2026-09-21
364401,"Laptop Asus ZenBook 14 UX3405CA - ST628W (Ultra 5 225H, 16GB, 512GB, 3K OLED 120Hz, Win11)",Asus,30990000,31990000,-3,4.9,202,14.0,Intel Core Ultra 5 Arrow Lake - 255H,Card tích hợp - Intel Arc Graphics,16.0,512,1.2,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-5-225h-st628w,thegioididong,2026-09-21
341610,"Laptop MSI Gaming Katana 15 HX B14WFK - 025VN (i7 14650HX, 16GB, 512GB, RTX5060 8GB, QHD 165Hz, Win11)",MSI,45990000,,,5.0,31,15.6,Intel Core i7 Raptor Lake - 14650HX,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,512,2.4,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wfk-i7-14650hx-025vn,thegioididong,2026-09-21
336031,"Laptop Asus Zenbook 14 UX3405CA - PZ204WS (Ultra 9 285H, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeH24+365, Win11)",Asus,39590000,40290000,-2,5.0,619,14.0,Intel Core Ultra 9 Arrow Lake - 285H,Card tích hợp - Intel Arc Graphics,32.0,1024,1.28,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-9-pz204ws,thegioididong,2026-09-21
337843,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHH2VN893SH (i5 13420H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",GIGABYTE,30490000,30990000,-2,5.0,189,16.0,Intel Core i5 Raptor Lake - 13420H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,512,2.2,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-gaminga16cmhh2vn893sh,thegioididong,2026-09-21
358074,"Laptop HP OmniBook 5 AI 16 af1054TU - C1MN8PA (Ultra 7 255U, 32GB, 512GB, WUXGA, OfficeH24, Win11)",HP,32390000,38990000,-16,4.9,202,16.0,Intel Core Ultra 7 Arrow Lake - 255U,Card tích hợp - Intel Graphics,32.0,512,1.77,https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1054tu-ultra-7-255u-c1mn8pa,thegioididong,2026-09-21
345510,"Laptop HP Gaming VICTUS 15 fa2732TX - B85LPPA (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",HP,31390000,33990000,-7,5.0,404,15.6,Intel Core i5 Raptor Lake - 13420H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,512,2.29,https://www.thegioididong.com/laptop/hp-gaming-victus-15-fa2732tx-i5-13420h-b85lppa,thegioididong,2026-09-21
358498,"Laptop Dell 15 DC15250 - 71071928 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",Dell,22890000,24490000,-6,5.0,1454,15.6,Intel Core i5 Raptor Lake - 1334U,Card tích hợp - Intel UHD Graphics,16.0,512,1.65,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-71071928,thegioididong,2026-09-21
362666,"Laptop Dell 15 DC15250 - DC15250-i5U165W11SLU-5 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,22890000,24490000,-6,5.0,785,15.6,Intel Core i5 Raptor Lake - 1334U,Card tích hợp - Intel UHD Graphics,16.0,512,1.9,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-dc15250-i5u165w11slu-5,thegioididong,2026-09-21
365998,"Laptop Dell 15 DC15250 - CPH992 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365B, Win11)",Dell,23390000,24490000,-4,5.0,356,15.6,Intel Core i5 Raptor Lake - 1334U,Card tích hợp - Intel UHD Graphics,16.0,512,1.65,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-cph992,thegioididong,2026-09-21
318354,"Laptop Acer Gaming Nitro V ANV15 51 57B2 - NH.QN8SV.001 (i5 13420H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",Acer,27090000,27990000,-3,5.0,244,15.6,Intel Core i5 Raptor Lake - 13420H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",8.0,512,2.1,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001,thegioididong,2026-09-21
340006,"Laptop MSI Venture A15 AI A2HMG - 003VN (R7 260, 16GB, 512GB, Full HD 144Hz, Win11)",MSI,22490000,,,5.0,91,15.6,AMD Ryzen AI 7 - 260,Card tích hợp - AMD Radeon Graphics,16.0,512,1.9,https://www.thegioididong.com/laptop/msi-venture-a15-ai-a2hmg-r7-003vn,thegioididong,2026-09-21
357992,"Laptop Dell 15 DC15255 - X9YM41 (R7 7730U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365B, Win11)",Dell,23390000,,,5.0,809,15.6,AMD Ryzen 7 - 7730U,Card tích hợp - AMD Radeon Graphics,16.0,1024,1.9,https://www.thegioididong.com/laptop/dell-15-dc15255-r7-7730u-x9ym41,thegioididong,2026-09-21
364860,"Laptop Dell 15 DC15250 - 71092480 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365B, Win11)",Dell,25890000,26990000,-4,5.0,237,15.6,Intel Core i7 Raptor Lake - 1355U,Card tích hợp - Intel UHD Graphics,16.0,512,1.65,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-71092480,thegioididong,2026-09-21
363882,"Laptop Lenovo Ideapad Slim 5 OLED 14AGP11 - 83S1003FVN (R7 445, 32GB, 512GB, WUXGA OLED, Win11)",Lenovo,38390000,39990000,-4,5.0,17,14.0,AMD Ryzen AI 7 - 445,Card tích hợp - AMD Radeon 840M Graphics,32.0,512,1.37,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14agp11-r7-445-83s1003fvn,thegioididong,2026-09-21
363262,"Laptop Acer Aspire Go 15 AG15-72P-76A2 - NX.JRRSV.008 (Core 7 150U, 16GB, 512GB, Full HD, Win11)",Acer,24090000,25990000,-7,5.0,24,15.6,Intel Core 7 Raptor Lake - 150U,Card tích hợp - Intel UHD Graphics,16.0,512,1.53,https://www.thegioididong.com/laptop/acer-aspire-go-15-ag15-72p-76a2-core-7-150u-nx-jrrsv-008,thegioididong,2026-09-21
358796,"Laptop HP 14 ep1137TU - C2CY8PA (Ultra 7 155H, 16GB, 512GB, Full HD, Win11)",HP,27090000,27990000,-3,5.0,437,14.0,Intel Core Ultra 7 Meteor Lake - 155H,Card tích hợp - Intel Arc Graphics,16.0,512,1.4,https://www.thegioididong.com/laptop/hp-14-ep1137tu-ultra-7-155h-c2cy8pa,thegioididong,2026-09-21
366909,"Laptop MSI Gaming Cyborg 15 Black Edition A13VE - A13VE-2410VN (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",MSI,29490000,31990000,-7,5.0,28,15.6,Intel Core i5 Raptor Lake - 13420H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,512,1.98,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-black-edition-a13ve-i5-13420h-a13ve-2410vn,thegioididong,2026-09-21
363259,"Laptop Acer Nitro Lite NL16-71G-71FN - NH.D5ASV.003 (i7 13620H, 16GB, 512GB, RTX 4050 6GB, FHD+ 180Hz, Win11)",Acer,32390000,33990000,-5,5.0,57,16.0,Intel Core i7 Raptor Lake - 13620H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,512,1.95,https://www.thegioididong.com/laptop/acer-nitro-lite-nl16-71g-71fn-i7-13620h-nh-d5asv-003,thegioididong,2026-09-21
334796,"Laptop Asus Zenbook 14 UX3405CA - PZ187WS (Ultra 5 225H, 16GB, 512GB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24+365, Win11)",Asus,31590000,33390000,-5,4.9,682,14.0,Intel Core Ultra 5 Arrow Lake - 225H,Card tích hợp - Intel Arc Graphics,16.0,512,1.28,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-5-pz187ws,thegioididong,2026-09-21
364967,"Laptop Dell 14 DC14250 - F0FTK7 (Core 7 150U, 16GB, 512GB, MX570A 2GB, Full HD+, OfficeHS24+365, Win11)",Dell,31690000,,,5.0,120,14.0,Intel Core 7 Raptor Lake - 150U,"Card rời - NVIDIA Geforce MX570A, 2 GB",16.0,512,1.643,https://www.thegioididong.com/laptop/dell-14-dc14250-core-7-150u-f0ftk7,thegioididong,2026-09-21
365607,"Laptop HP 240R G9 - C40M2AT (Core 5 120U, 8GB, 512GB, Full HD, Win11)",HP,22590000,25490000,-11,5.0,68,14.0,Intel Core 5 Raptor Lake - 120U,Card tích hợp - Intel Graphics,8.0,512,1.406,https://www.thegioididong.com/laptop/hp-240r-g9-core-5-120u-c40m2at,thegioididong,2026-09-21
369481,"Laptop Dell 15 DC15250 - CPH993 (Core 3 100U, 8GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,21890000,22590000,-3,,,15.6,Intel Core 3 Raptor Lake - 100U,Card tích hợp - Intel Graphics,8.0,512,1.637,https://www.thegioididong.com/laptop/dell-15-dc15250-core-3-100u-cph993,thegioididong,2026-09-21
360419,"Laptop Asus Vivobook 15 X1504VA - BQ285W (Core 5 120U, 16GB, 512GB, Full HD, Win11)",Asus,20690000,22990000,-10,5.0,508,15.6,Intel Core 5 Raptor Lake - 120U,Card tích hợp - Intel Graphics,16.0,512,1.7,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-core-5-120u-bq285w,thegioididong,2026-09-21
362922,"Laptop MSI Gaming Cyborg 15 B13WFKG - 658VN (i7 13620H, 16GB, 1TB, RTX 5060 8GB, Full HD 144Hz, Win11)",MSI,40490000,,,5.0,11,15.6,Intel Core i7 Raptor Lake - 13620H,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",16.0,1024,2.1,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-b13wfkg-i7-13620h-658vn,thegioididong,2026-09-21
365535,"Laptop Lenovo ThinkPad E14 Gen 7 - 21SX00BNVN (Ultra 5 135H, 16GB, 512GB, WUXGA, Win11)",Lenovo,35090000,,,5.0,112,14.0,Intel Core Ultra 5 Meteor Lake - 135H,Card tích hợp - Intel Arc Graphics,16.0,512,1.34,https://www.thegioididong.com/laptop/lenovo-thinkpad-e14-gen-7-ultra-5-135h-21sx00bnvn,thegioididong,2026-09-21
364405,"Laptop Asus Zenbook 14 UX3405CA - ST648W (Ultra 9 285H, 32GB, 1TB, 3K OLED 120Hz, Win11)",Asus,39990000,41990000,-5,5.0,82,14.0,Intel Core Ultra 9 Arrow Lake - 285H,Card tích hợp - Intel Arc Graphics,32.0,1024,1.2,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-9-285h-st648w,thegioididong,2026-09-21
342754,"Laptop Dell 15 DC15250 - DC15250-i5U165W11SLU (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,22890000,24490000,-6,5.0,1171,15.6,Intel Core i5 Raptor Lake - 1334U,Card tích hợp - Intel UHD Graphics,16.0,512,1.9,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-dc15250-i5u165w11slu,thegioididong,2026-09-21
366702,"Laptop HP Probook 4 G1ah 16 - C40JPAT (R5 220, 16GB, 512GB, WUXGA, Win11)",HP,26590000,29990000,-11,5.0,47,16.0,AMD Ryzen 5 - 220,Card tích hợp - AMD Radeon Graphics,16.0,512,1.785,https://www.thegioididong.com/laptop/hp-probook-4-g1ah-16-r5-220-c40jpat,thegioididong,2026-09-21
358120,"Laptop HP OmniBook 5 16 ag1069AU - BZ7T1PA (R5 AI 340, 16GB, 512GB, WUXGA, OfficeH24+365B, Win11)",HP,26390000,27190000,-3,5.0,196,16.0,AMD Ryzen AI 5 - 340,Card tích hợp - AMD Radeon 840M Graphics,16.0,512,1.79,https://www.thegioididong.com/laptop/hp-omnibook-5-16-ag1069au-r5-ai-340-bz7t1pa,thegioididong,2026-09-21
358088,Laptop MacBook Pro 14 inch M5 16GB/1TB,MacBook,53490000,54990000,-3,5.0,476,14.2,Apple M5,Card tích hợp - 10 nhân GPU,16.0,1024,1.55,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m5-16gb-1tb,thegioididong,2026-09-21
340558,"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU-HS24 (i5 1334U, 16GB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,22390000,24490000,-8,5.0,1811,15.6,Intel Core i5 Raptor Lake - 1334U,Card tích hợp - Intel Iris Xe Graphics,16.0,512,1.66,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-hs24,thegioididong,2026-09-21
360296,"Laptop Acer Gaming Nitro ProPanel ANV16S 41 R337 - NH.QZZSV.002 (R7 260, 16GB, 1TB, RTX 5050 8GB, FHD+ 180Hz, Win11)",Acer,43990000,,,5.0,6,16.0,AMD Ryzen AI 7 - 260,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,1024,2.1,https://www.thegioididong.com/laptop/acer-gaming-nitro-v-16s-ai-propanel-anv16s-41-r337-r7-260-nh-qzzsv-002,thegioididong,2026-09-21
359927,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CTHI3VN893SH (i7 13620H, 16GB, 512GB, RTX 5050 8GB, WUXGA 165Hz, Win11)",GIGABYTE,37890000,38990000,-3,5.0,26,16.0,Intel Core i7 Raptor Lake - 13620H,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16.0,512,2.23,https://www.thegioididong.com/laptop/gigabyte-gaming-a16-ga6h-i7-13620h-gaming-a16-cthi3vn893sh,thegioididong,2026-09-21
358075,"Laptop HP OmniBook X Flip 14 fk0092AU - BZ7P5PA (R5 AI 340, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",HP,31990000,,,5.0,128,14.0,AMD Ryzen AI 5 - 340,Card tích hợp - AMD Radeon 840M,16.0,512,1.39,https://www.thegioididong.com/laptop/hp-omnibook-x-flip-14-fk0092au-r5-ai-340-bz7p5pa,thegioididong,2026-09-21
342513,"Laptop Lenovo ThinkBook 14 - 21SG007VVN (Core 7 240H, 32GB, 1TB, WUXGA, Win11)",Lenovo,37990000,,,5.0,201,14.0,Intel Core 7 Raptor Lake - 240H,Card tích hợp - Intel Graphics,32.0,1024,1.36,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-core-7-240h-21sg007vvn,thegioididong,2026-09-21
358499,"Laptop Dell 15 DC15250 - 71073959 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",Dell,25890000,26990000,-4,5.0,438,15.6,Intel Core i7 Raptor Lake - 1355U,Card tích hợp - Intel UHD Graphics,16.0,512,1.65,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-71073959,thegioididong,2026-09-21
338316,"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU-BL (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,22390000,24490000,-8,4.9,1893,15.6,Intel Core i5 Raptor Lake - 1334U,Card tích hợp - Intel Iris Xe Graphics,16.0,512,1.66,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl,thegioididong,2026-09-21
360693,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - C7H161W11II4050 (Core 7 240H, 16GB, 1TB, RTX 4050 6GB, WQXGA 120Hz, OfficeH24+365, Win11)",Dell,38690000,40090000,-3,5.0,265,16.0,Intel Core 7 Raptor Lake - 240H,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,1024,2.49,https://www.thegioididong.com/laptop/dell-gaming-alienware-16-aurora-ac16250-core-7-240h-c7h161w11ii4050,thegioididong,2026-09-21
360421,"Laptop Asus Gaming V16 V3607VJ - RP071W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, WUXGA 144Hz, Win11)",Asus,27090000,29990000,-9,4.9,306,16.0,Intel Core 5 Raptor Lake - 210H,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16.0,512,1.95,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vj-core-5-210h-rp071w,thegioididong,2026-09-21
344606,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ALVN (i7 13650HX, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",Lenovo,40390000,,,5.0,397,15.6,Intel Core i7 Raptor Lake - 13650HX,"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16.0,512,2.38,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i7-13650hx-83dv01alvn,thegioididong,2026-09-21
341613,"Laptop MSI Gaming Katana 15 HX B14WEK - 027VN (i7 14650HX, 32GB, 512GB, RTX5050 8GB, QHD 165Hz, Win11)",MSI,48390000,49990000,-3,5.0,17,15.6,Intel Core i7 Raptor Lake - 14650HX,"Card rời - NVIDIA GeForce RTX 5050, 8 GB",32.0,512,2.4,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wek-i7-14650hx-027vn,thegioididong,2026-09-21
341609,"Laptop MSI Gaming Katana 15 HX B14WFK - 267VN (i7 14650HX, 32GB, 512GB, RTX 5060 8GB, QHD 165Hz, Win11)",MSI,51390000,51990000,-1,5.0,65,15.6,Intel Core i7 Raptor Lake - 14650HX,"Card rời - NVIDIA GeForce RTX 5060, 8 GB",32.0,512,2.4,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wfk-i7-14650hx-267vn,thegioididong,2026-09-21
363901,"Laptop Lenovo ThinkBook 16 G9 IRL - 21US008FVN (i5 13420H, 16GB, 512GB, WUXGA, Win11)",Lenovo,28090000,29190000,-4,5.0,116,16.0,Intel Core i5 Raptor Lake - 13420H,Card tích hợp - Intel UHD Graphics,16.0,512,1.7,https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g9-irl-i5-13420h-21us008fvn,thegioididong,2026-09-21
339681,"Laptop Dell Inspiron 15 3530 - P16WD22 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,22390000,24490000,-8,4.9,2912,15.6,Intel Core i5 Raptor Lake - 1334U,Card tích hợp - Intel Iris Xe Graphics,16.0,512,1.65,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd22,thegioididong,2026-09-21
358079,"Laptop HP 15 fc0655AU - C81NGPA (R5 7430U, 16GB, 512GB, Full HD, Win11)",HP,22390000,24290000,-7,5.0,4444,15.6,AMD Ryzen 5 - 7430U,Card tích hợp - AMD Radeon Graphics,16.0,512,1.65,https://www.thegioididong.com/laptop/hp-15-fc0655au-r5-7430u-c81ngpa,thegioididong,2026-09-21
330579,"Laptop Asus Zenbook S 14 UX5406SA - PV140WS (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, OfficeHS, Win11)",Asus,44690000,46190000,-3,5.0,211,14.0,Intel Core Ultra 7 Lunar Lake - 258V,Card tích hợp - Intel Arc Graphics,32.0,1024,1.2,https://www.thegioididong.com/laptop/asus-ux5406sa-ultra-7-pv140ws,thegioididong,2026-09-21
363897,"Laptop Lenovo ThinkBook 14 Gen 8 - 21SJ00EAVN (Ultra 5 135H, 16GB, 512GB, WUXGA, Win11)",Lenovo,33690000,,,5.0,78,14.0,Intel Core Ultra 5 Meteor Lake - 135H,Card tích hợp - Intel Graphics,16.0,512,1.36,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-gen-8-ultra-5-135h-21sj00eavn,thegioididong,2026-09-21
361726,"Laptop HP OmniBook 7 14 fs0043TU - C1MN3PA (Core 5 210H, 16GB, 512GB, 2K, OfficeH24+365, Win11)",HP,27590000,28190000,-2,5.0,65,14.0,Intel Core 5 Raptor Lake - 210H,Card tích hợp - Intel UHD XE,16.0,512,1.41,https://www.thegioididong.com/laptop/hp-omnibook-7-14-fs0043tu-core-5-210h-c1mn3pa,thegioididong,2026-09-21
