product_id,sku,name,brand,category,price_vnd,old_price_vnd,discount_amount_vnd,discount_percent,rating,review_count,url,source,crawl_date
351689,,Bàn Phím Cơ Bluetooth Akko TAC87 Matcha Red Bean Stellar Rose,Akko,keyboard,1240000,1390000,150000,10,5.0,99,https://www.thegioididong.com/ban-phim/ban-phim-co-bluetooth-akko-tac87-matcha-red-bean-stellar-rose,thegioididong,2026-09-21
326735,,Bàn Phím Bluetooth Logitech Signature K650,Logitech,keyboard,985000,,,,4.9,830,https://www.thegioididong.com/ban-phim/ban-phim-bluetooth-logitech-signature-k650,thegioididong,2026-09-21
357643,,Bàn Phím Cơ Có Dây Gaming Razer BlackWidow V4 Pro Yellow Switch,Razer,keyboard,5340000,5890000,550000,9,5.0,3,https://www.thegioididong.com/ban-phim/ban-phim-co-co-day-gaming-razer-blackwidow-v4-pro-yellow-switch,thegioididong,2026-09-21
357642,,Bàn Phím Cơ Có Dây Gaming Razer BlackWidow V4 Pro Green Switch,Razer,keyboard,4990000,5890000,900000,15,5.0,8,https://www.thegioididong.com/ban-phim/ban-phim-co-co-day-gaming-razer-blackwidow-v4-pro-green-switch,thegioididong,2026-09-21
357645,,Bàn Phím Cơ Bluetooth Razer BlackWidow V4 Tenkeyless HyperSpeed Orange Tactile Switch,Razer,keyboard,3740000,3990000,250000,6,5.0,17,https://www.thegioididong.com/ban-phim/ban-phim-razer-blackwidow-v4-tenkeyless-hyperspeed-orange-tactile-switch,thegioididong,2026-09-21
342572,,Bàn Phím Cơ Có Dây Akko FUN60 Pro SP Black Akko Glare Magnetic Switches 5943,Akko,keyboard,600000,700000,100000,14,5.0,97,https://www.thegioididong.com/ban-phim/ban-phim-co-co-day-akko-fun60-pro-sp-black,thegioididong,2026-09-21
342574,,Bàn Phím Cơ Bluetooth Akko FUN60 Max SP Glare Magnetic Switches,Akko,keyboard,890000,1090000,200000,18,5.0,96,https://www.thegioididong.com/ban-phim/ban-phim-co-bluetooth-akko-fun60-max-sp-glare-magnetic-switches,thegioididong,2026-09-21
279466,,Bàn Phím Có Dây Gaming Asus TUF K1,Asus,keyboard,825000,970000,145000,14,4.9,1847,https://www.thegioididong.com/ban-phim/co-day-gaming-asus-tuf-k1,thegioididong,2026-09-21
323008,,Bàn Phím Bluetooth Logitech K380s,Logitech,keyboard,870000,970000,100000,10,4.9,3679,https://www.thegioididong.com/ban-phim/ban-phim-bluetooth-logitech-k380s,thegioididong,2026-09-21
357640,,Bàn Phím Cơ Có Dây Gaming Razer BlackWidow V4 75% White Edition,Razer,keyboard,3690000,4490000,800000,17,5.0,4,https://www.thegioididong.com/ban-phim/ban-phim-co-co-day-gaming-razer-blackwidow-v4-75-white-edition,thegioididong,2026-09-21
357611,,Bàn Phím Cơ Có Dây Gaming Razer BlackWidow V4 X Green Switch,Razer,keyboard,2590000,3290000,700000,21,4.8,20,https://www.thegioididong.com/ban-phim/ban-phim-co-co-day-gaming-razer-blackwidow-v4-x-green-switch,thegioididong,2026-09-21
359226,,Bàn Phím Bluetooth Logitech Slim Solar K980,Logitech,keyboard,2390000,2690000,300000,11,5.0,17,https://www.thegioididong.com/ban-phim/ban-phim-bluetooth-logitech-slim-solar-k980,thegioididong,2026-09-21
332194,,Bàn phím Apple Magic Keyboard USB C Touch ID MXCK3,Apple,keyboard,3490000,,,,5.0,196,https://www.thegioididong.com/ban-phim/ban-phim-apple-magic-keyboard-usb-c-touch-id-mxck3,thegioididong,2026-09-21
342573,,Bàn Phím Cơ Có Dây Akko FUN60 Pro SP White Akko Glare Magnetic Switches 5936,Akko,keyboard,555000,,,,5.0,93,https://www.thegioididong.com/ban-phim/ban-phim-co-co-day-akko-fun60-pro-sp-white,thegioididong,2026-09-21
361813,,Bàn Phím Cơ Bluetooth Machenike KG98 RGB Purple-Gold Switch,Machenike,keyboard,1405000,1590000,185000,11,5.0,136,https://www.thegioididong.com/ban-phim/ban-phim-co-bluetooth-machenike-kg98-rgb-purple-gold-switch,thegioididong,2026-09-21
325540,,Magic Keyboard cho iPad Pro M4/M5 11 inch,Apple,keyboard,8190000,,,,5.0,1070,https://www.thegioididong.com/ban-phim/magic-keyboard-cho-ipad-pro-m4-11-inch,thegioididong,2026-09-21
366045,,Bàn Phím Cơ Bluetooth Akko 5075 V3 Akko Piano,Akko,keyboard,835000,,,,5.0,88,https://www.thegioididong.com/ban-phim/ban-phim-co-bluetooth-akko-5075-v3-akko-piano,thegioididong,2026-09-21
344719,,Bàn Phím Có Dây Gaming Rapoo V50s 98,Rapoo,keyboard,295000,,,,4.9,1265,https://www.thegioididong.com/ban-phim/ban-phim-co-day-gaming-rapoo-v50s-98,thegioididong,2026-09-21
368611,,Bàn Phím Cơ Bluetooth EDRA EK375S,EDRA,keyboard,515000,,,,5.0,9,https://www.thegioididong.com/ban-phim/ban-phim-co-bluetooth-edra-ek375s?utm_flashsale=1,thegioididong,2026-09-21
361164,,Bàn Phím Bluetooth Philips SPK6407,Philips,keyboard,335000,,,,5.0,200,https://www.thegioididong.com/ban-phim/ban-phim-bluetooth-philips-spk6407,thegioididong,2026-09-21
364801,,Bàn Phím Cơ Có Dây Rapoo V501 87,Rapoo,keyboard,390000,,,,5.0,262,https://www.thegioididong.com/ban-phim/ban-phim-co-co-day-rapoo-v501-87,thegioididong,2026-09-21
339127,,Bàn Phím Bluetooth Dareu LK160D,DareU,keyboard,520000,590000,70000,11,5.0,3015,https://www.thegioididong.com/ban-phim/ban-phim-bluetooth-dareu-lk160d?utm_flashsale=1,thegioididong,2026-09-21
362514,,Bàn Phím Bluetooth HyperWork SilentKey,HyperWork,keyboard,790000,825000,35000,,5.0,153,https://www.thegioididong.com/ban-phim/ban-phim-bluetooth-hyperwork-silentkey,thegioididong,2026-09-21
