product_id,sku,name,brand,category,price_vnd,old_price_vnd,discount_amount_vnd,discount_percent,rating,review_count,url,source,crawl_date
1729,1404339,Màn hình Acer K202HQL UM.IW3SS.009 19.5 inch (HD+/ TN/ 60Hz/ 5 ms),Acer,monitor,2070000.0,2490000.0,420000.0,17.0,,,,phongvu,2026-09-21
7442,1502539,Màn hình Dell E2016HV 19.5 inch (HD+/ TN/ 60Hz/ 5 ms),Dell,monitor,2650000.0,2990000.0,340000.0,11.0,,,,phongvu,2026-09-21
7442,1503218,Màn hình Dell E1916HV 18.5 inch (HD/ TN/ 60Hz/ 5 ms),Dell,monitor,2870000.0,3290000.0,420000.0,13.0,,,,phongvu,2026-09-21
7442,1600185,Màn hình Dell E2216HV 21.5 inch (Full HD/ TN/ 60Hz/ 5 ms),Dell,monitor,2990000.0,2990000.0,0.0,0.0,,,,phongvu,2026-09-21
7405,1601383,Màn hình Samsung LS24F350FHEXXV 23.5 inch (Full HD/ PLS/ 60Hz/ 4 ms),Samsung,monitor,5490000.0,5490000.0,0.0,0.0,,,,phongvu,2026-09-21
1881,1602072,Màn hình Samsung LC27F390FHEXXV 27 inch (Full HD/ VA/ 60Hz/ 4 ms),Samsung,monitor,2390000.0,2690000.0,300000.0,11.0,,,,phongvu,2026-09-21
34842,1810783,Màn hình LG 20MK400H-B 19.5 inch (HD/ TN/ 60Hz/ 5 ms),LG,monitor,2790000.0,3250000.0,460000.0,14.0,,,,phongvu,2026-09-21
38053,18120287,Màn hình Philips 243V7QDSB/74 23.8 inch (Full HD/ IPS/ 75Hz/ 5 ms),Philips,monitor,2290000.0,2590000.0,300000.0,12.0,,,,phongvu,2026-09-21
39568,19040030,Màn hình Samsung LC27R500FHEXXV 27 inch (Full HD/ VA/ 60Hz/ 4 ms),Samsung,monitor,2890000.0,3139000.0,249000.0,8.0,,,,phongvu,2026-09-21
644035,19060085,Màn hình HP Elite Z27n G2 1JS10A4 27 inch (2K/ IPS/ 60Hz/ 5 ms),HP,monitor,12188000.0,12188000.0,0.0,0.0,,,,phongvu,2026-09-21
